product_key,brand,brand_source,product_name,original_name,ingredients_raw,energy_kcal,price_per_day,product_url,type_of_food,dog_ages,form,source,import_timestamp
leader_adult_slimline_large_breed|dry,Unknown,default,Leader Adult Slimline Large Breed,Leader Adult Slimline Large Breed Review,"Dehydrated Turkey (21%), Brown Rice, White Rice, Pea Starch, Potato Starch, Dehulled Oats, Chicken Fat, Whole Linseed, Minerals, Alfalfa, Hydrolysed Liver Protein, Yeast Extract, Chicory Inulin, Dried Cranberries, Dried Beetroot, Rosemary, Ginger, Turmeric, Glucosamine Hydrochloride, Yucca Schidigera, Chondroitin Sulphate.",,0.69,https://www.allaboutdogfood.co.uk/dog-food-reviews/2304/leader-adult-slimline-large-breed,Complete Dry extruded,From 2 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.705485
yarrah|yarrah_adult_vega|dry,Yarrah,product_name,Yarrah Adult Vega,Yarrah Adult Vega Review,"Organic Soy Beans, Organic Whole Grain Wheat, Organic Wheat Bran, Organic Yellow Corn, Organic Sunflower Seed Husks, Minerals, Organic Coconut Oil, Brewers Yeast, Organic White LupinE, Organic Baobab, Organic Dried Seaweed.",329.0,1.27,https://www.allaboutdogfood.co.uk/dog-food-reviews/0935/yarrah-adult-vega,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.705520
little_bigpaw_wet_complete_food_for_small_and_toy_|wet,Unknown,default,Little BigPaw Wet Complete Food for Small and Toy Dogs,Little BigPaw Wet Complete Food for Small and Toy Dogs Review,"Freshly Prepared: Turkey 60%, Potato 25%, Carrots 5%, Green Peas 5%, Minerals, Sunflower Oil, Salmon Oil, Dried Tomato, Dried Kelp, Dried Basil.",,8.38,https://www.allaboutdogfood.co.uk/dog-food-reviews/1617/little-bigpaw-wet-complete-food-for-small-and-toy-dogs,Complete Wet paté/loaf,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.705560
burns|burns_weight_control|dry,Burns,product_name,Burns Weight Control+,Burns Weight Control+ Review,"Oats 55%, Brown Rice 18%, Chicken Meal 17%, Peas, Chicken Oil, Seaweed, Vitamins & Minerals.",310.0,0.46,https://www.allaboutdogfood.co.uk/dog-food-reviews/0035/burns-weight-control,Complete Dry extruded,From 9 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.705592
eukanuba|eukanuba_caring_senior_large_breed|dry,Eukanuba,product_name,Eukanuba Caring Senior Large Breed,Eukanuba Caring Senior Large Breed Review,"Fresh Chicken (17%), Dried Chicken & Turkey 17% (Including Chicken 10%), Maize, Wheat, Oats, Fish Meal, Rice, Barley, Poultry Fat, Maize Grits, Chicken Gravy, Dried Beet Pulp (2.5%), Dried Whole Egg, Minerals (Including Sodium Hexametaphosphate 0.34%), Fructooligosaccharides (0.37%), Fish Oil, Mannanoligosaccharides, Brewer's Dried Yeast, Glucosamine (0.04%), Chondroitin Sulphate (0.004%).",,0.67,https://www.allaboutdogfood.co.uk/dog-food-reviews/1901/eukanuba-caring-senior-large-breed,Complete Dry extruded,From 8 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.705625
country_kibble_grain_free_puppy_junior_large_breed|dry,Unknown,default,Country Kibble Grain Free Puppy & Junior Large Breed,Country Kibble Grain Free Puppy & Junior Large Breed Review,"Salmon 60% (Freshly Prepared Salmon 38%, Dried Salmon 20%, Salmon Stock 2%), Sweet Potato (19%), Potato, Beet Pulp, Linseed, Minerals, Vitamins, Carrot, Peas (0.2%), Omega 3 Supplement, Vegetable Stock, Glucosamine (355 mg/kg), Methylsulfonylmethane (355 mg/kg), Chondroitin Sulphate (250 mg/kg), Nucleotides, FOS (96 mg/kg), MOS (24 mg/kg)",376.0,0.84,https://www.allaboutdogfood.co.uk/dog-food-reviews/1942/country-kibble-grain-free-puppy-and-junior-large-breed,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.705665
forthglade|forthglade_cold_pressed_grain_free|dry,Forthglade,manufacturer,Forthglade Cold Pressed Grain Free,Forthglade Cold Pressed Grain Free Review,"Duck 32.5% (17.5% Freshly Prepared Duck, 15% Dried Ground Duck), Dried Sweet Potato (28%), Dried Peas, Gelatine, Chicken Fat, Dried Beet Pulp, Dried Fruit 2.3% (Apples, Pears, Blueberries, Cranberries), Brewers Yeast, Salmon Oil (1%), Dried Botanicals 0.6% (Fennel, Nettle, Dandelion), Mannan Oligosaccharide, Egg Powder, Chicory Extract, Dried Seaweed, Camomile, Flaxseed Oil, Glucosamine (300mg/kg), Chondroitin Sulphate (300mg/kg), Yucca.",,1.34,https://www.allaboutdogfood.co.uk/dog-food-reviews/1822/forthglade-cold-pressed-grain-free,Complete Dry cold pressed,From 2 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.705694
canagan|canagan_grainfree_lightsenior|dry,Canagan,manufacturer,Canagan Grain-Free Light/Senior,Canagan Grain-Free Light/Senior Review,"Freshly Prepared Free Range Chicken (27%), Dried Chicken (27%), Sweet Potato, Potato, Peas, Alfalfa, Dried Egg (3%), Chicken Fat (1.5%), Chicken Gravy (1.5%), Minerals, Glucosamine (1700 mg/kg), MSM (1700 mg/kg), Chondroitin Sulphate (1200 mg/kg), Apple, Carrot, Spinach, Psyllium, Seaweed, Fructo-Oligosaccharides, Camomile, Peppermint, Marigold, Cranberry, Aniseed, Fenugreek",,1.11,https://www.allaboutdogfood.co.uk/dog-food-reviews/2886/canagan-grain-free-light-senior,Complete Dry extruded,From 9 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.705722
trophypetfoods|trophy_super_premium_small_bite|dry,Trophy Pet Foods,manufacturer,Trophy Super Premium Small Bite,Trophy Super Premium Small Bite Review,"Rice (min 34%), Chicken Meal (min 26%), Maize, Chicken Fat, Unmolassed Beet Pulp, Seaweed, Minerals, Salmon Oil, Mannan Oligosaccharides, Glucosamine, Green-Lipped Mussel, Yucca Schidigera, Rosemary, Blackcurrant, Pomegranate.",349.0,0.61,https://www.allaboutdogfood.co.uk/dog-food-reviews/0649/trophy-super-premium-small-bite,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.705751
skinners_field_trial_wet_foods_puppy_junior|wet,Unknown,default,Skinner's Field & Trial Wet Foods Puppy & Junior,Skinner's Field & Trial Wet Foods Puppy & Junior Review,"Chicken 60%, Carrot 2%, Potato 2%, Parsnip 1.5%, Dried Egg, Natural Ground Bone, Dried Seaweed.",,2.72,https://www.allaboutdogfood.co.uk/dog-food-reviews/2436/skinners-field-and-trial-wet-foods-puppy-and-junior,Complete Wet paté/loaf,From weaning to 18 months,wet,allaboutdogfood,2025-09-15T13:49:40.705790
pure|icepaw_puppy_junior_pure_2917|dry,Pure,url,Icepaw Puppy Junior Pure 29/17,Icepaw Puppy Junior Pure 29/17 Review,"Fish Flour (Herring) 34%, Rice 32%, Rice Flour 4%, Poultry Fat, Salmon Oil 4%, Dried Beet Pulp, Linseed Oil 0.2%, Rosemary Extract 0.01%, Glucosamine- Hci 0.01%, Yucca Schidigera 0.02%.",,1.56,https://www.allaboutdogfood.co.uk/dog-food-reviews/1716/icepaw-puppy-junior-pure-29-17,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.705830
rude_dog_food_hypoallergenic|raw,Unknown,default,Rude Dog Food Hypoallergenic,Rude Dog Food Hypoallergenic Review,"Venison Meat 35%, Lamb with Bone 30%, Lamb Tripe 10%, Lamb Trachea 5%, Butternut Squash 5%, Carrot 5%, Seasonal Greens 3%, Lamb Liver 2.5%, Lamb Kidney 2.5%, Raspberry and Blueberry 1%, Salmon Oil 0.5%, Kelp 0.5%.",,2.63,https://www.allaboutdogfood.co.uk/dog-food-reviews/4140/rude-dog-food-hypoallergenic,Complete Raw,From 12 months to old age,raw,allaboutdogfood,2025-09-15T13:49:40.705868
natures_deli_grain_free_senior|dry,Unknown,default,Natures Deli Grain Free Senior,Natures Deli Grain Free Senior Review,"Duck 35.5% (Duck Meal 25.2%, Duck 8.4%, Duck Gravy 1.9%), Dried Sweet Potato (30.8%), Dried Potato (15.2%), Duck Fat, Dried Beet Pulp, Brewers Yeast, Dried Peas (1.9%), Dried Chick Peas (1.9%), Dried Pumpkin (1.9%), Minerals, Linseed Oil, Vegetable Stock, Dried Carrot (0.5%), Yeast (0.23%), Chicory Root Extract (0.23%), Dried Ginger, Glucosamine (0.033%), Dried Rosemary, Yucca Schidigera (0.023%), Chondroitin Sulphate (0.019%), Dried Cranberry, Dried Dandelion Root, Dried Pomegranate.",,0.97,https://www.allaboutdogfood.co.uk/dog-food-reviews/2679/natures-deli-grain-free-senior,Complete Dry extruded,From 7 years to old age,dry,allaboutdogfood,2025-09-15T13:49:40.705910
natures_deli_adult_large_breed|dry,Unknown,default,Natures Deli Adult Large Breed,Natures Deli Adult Large Breed Review,"Turkey 32.7% (Turkey Meal 25.1%, Turkey 5.7%, Turkey Gravy 1.9%), Brown Rice (30%), Dried Beet Pulp, White Rice, Turkey Fat, Dried Peas (3.8%), Dried Chick Peas (2.8%), Dried Sweet Potato (2.8%), Brewers Yeast, Dried Pumpkin (1.9%), Minerals, Linseed Oil, Vegetable Stock, Dried Carrot (0.5%), Yeast (0.14%), Chicory Root Extract (0.14%), Glucosamine (0.033%), Dried Rosemary, Yucca Schidigera (0.024%), Chondroitin Sulphate (0.019%), Dried Cranberry, Dried Dandelion Root, Dried Pomegranate.",,1.12,https://www.allaboutdogfood.co.uk/dog-food-reviews/2678/natures-deli-adult-large-breed,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.705951
wolfofwilderness|wolf_of_wilderness_soft_senior|unknown,Wolf of Wilderness,url,Wolf Of Wilderness Soft Senior,Wolf Of Wilderness Soft Senior Review,"Fresh Chicken Meat (38%), Dried Sweet Potato (19%), Potato (Dried), Dried Poultry Protein (11.5%), Dried Beet Pulp (Desugared), Peas (Dried), Fish Oil, Protein Hydrolysate (from Poultry), Collagen Hydrolysate (1.3%), Chicken Liver (Fresh), Cellulose Powder, Monocalcium Phosphate, Yeast Extract, Dried Wild Berries 0.3% (Lingonberries, Blueberries, Elderberries), Dried Herbs 0.2% (Stinging Nettles, Blackberry Leaves, Common Yarrow, Fennel, Caraway, Camomile, Mistletoe Leaves, Gentian Root, Centaury), Chicory (Dried), Glucosamine (0.1%), Chondroitin Sulphate (0.1%), Safflower Oil, Sunflower Oil.",313.0,0.84,https://www.allaboutdogfood.co.uk/dog-food-reviews/2193/wolf-of-wilderness-soft-senior,Complete Semi-moist,From 7 years to old age,unknown,allaboutdogfood,2025-09-15T13:49:40.705990
royalcanin|royal_canin_giant_puppy|dry,Royal Canin,product_name,Royal Canin Giant Puppy,Royal Canin Giant Puppy Review,"Dehydrated Poultry Protein, Wheat Gluten, Rice, Maize, Maize Flour, Animal Fats, Wheat Flour, Beet Pulp, Hydrolysed Animal Proteins, Minerals, Maize Gluten, Soya Oil, Yeast Products, Fish Oil, Fructooligosaccharides, Psyllium Husks and Seeds, Hydrolysed Yeast (0.30%), Algal Oil Schizochytrium Sp, Yucca Schidigera Juice, Marigold Meal, Glucosamine, Hydrolysed Cartilage.",,1.07,https://www.allaboutdogfood.co.uk/dog-food-reviews/0068/royal-canin-giant-puppy,Complete Dry extruded,From 2 months to 8 months,dry,allaboutdogfood,2025-09-15T13:49:40.706023
acana|acana_adult_large_breed_recipe|dry,Acana,product_name,Acana Adult Large Breed Recipe,Acana Adult Large Breed Recipe Review,"Fresh Chicken (16 %), Chicken Meal (16 %), Whole Red Lentils, Whole Green Peas, Turkey Meal (6 %), Whole Chickpeas, Fresh Chicken Giblets 4% (Liver, Heart), Herring Meal (4 %), Eggs (4 %), Raw Flounder (4%), Fish Oil (3%), Chicken Fat (2.5%), Whole Green Lentils, Whole Yellow Peas, Pea Fibre, Pea Starch, Raw Turkey Livers (0.5 %), Salt, Dried Kelp, Fresh Whole Pumpkin, Fresh Whole Butternut Squash, Fresh Whole Carrots, Fresh Whole Apples, Fresh Whole Pears, Fresh Whole Zucchini, Dried Chicory Root, Fresh Kale, Fresh Spinach, Fresh Turnip Greens, Fresh Beet Greens, Fresh Whole Cranberries, Fresh Whole Blueberries, Fresh Whole Saskatoon Berries, Turmeric, Milk Thistle, Burdock Root, Lavender, Marshmallow Root, Rosehips.",337.5,1.11,https://www.allaboutdogfood.co.uk/dog-food-reviews/0758/acana-adult-large-breed-recipe,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706056
ardengrange|arden_grange_mini_adult|dry,Arden Grange,product_name,Arden Grange Mini Adult,Arden Grange Mini Adult Review,"Lamb (Lamb Meat Meal 29%, Fresh Lamb 5%), Rice 26%, Maize, Refined Chicken Oil, Beet Pulp, Whole Dried Egg, Chicken Digest, Yeast, Whole Linseed, Krill, Minerals, Prebiotic FOS, Prebiotic MOS, Yucca Extract, Glucosamine, MSM, Chondroitin, Cranberries, Nucleotides.",382.0,0.89,https://www.allaboutdogfood.co.uk/dog-food-reviews/0027/arden-grange-mini-adult,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.706089
wolfofwilderness|wolf_of_wilderness_tins_puppy|wet,Wolf of Wilderness,url,Wolf Of Wilderness Tins Puppy,Wolf Of Wilderness Tins Puppy Review,"46% Veal Heart and Liver, 28.5% Meat Stock, 20% Duck Hearts and Liver, 2% Raspberries, 2% Bilberries, 1% Minerals, 0.2% Sunflower Oil, 0.2% Wild Herbs (Dandelion Root, Nettle, Ribwort, Common Yarrow), 0.1% Powdered Egg Shell.",,2.31,https://www.allaboutdogfood.co.uk/dog-food-reviews/2271/wolf-of-wilderness-tins-puppy,Complete Wet other,From weaning to 18 months,wet,allaboutdogfood,2025-09-15T13:49:40.706128
wolfofwilderness|wolf_of_wilderness_dry_adult|dry,Wolf of Wilderness,url,Wolf Of Wilderness Dry Adult,Wolf Of Wilderness Dry Adult Review,"Fresh Chicken Meat 41%, Pieces of Potato (Dried), Poultry Protein 12% (Partially Dried and Hydrolysed), Lamb Protein 8% (Dried), Dried Beet Pulp (Desugared), Linseed, Poultry Fat, Brewer's Yeast (Dried), Egg (Dried), Sodium Chloride, Dried Fruits of the Forest Mixed Berries 0.3% (Cranberries, Blackcurrants, Raspberries, Elderberries), Dried Herbs 0.2% (Mugwort, St. John's Wort, Nettle Leaves, Camomile, Common Yarrow, Coltsfoot, Dandelion Root), Yeast Extract 0.2%, Apple (Dried), Chicory Inulin (0.1%), Salmon Oil, Sunflower Oil.",378.0,0.78,https://www.allaboutdogfood.co.uk/dog-food-reviews/1797/wolf-of-wilderness-dry-adult,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706166
husse|husse_prima_plus|dry,Husse,product_name,Husse Prima Plus,Husse Prima Plus Review,"Chicken Meal 15%, Wheat, Wheat Meal, Maize, Rice Flour, Rice, Pork Fat, Vegetable Fibres, Linseed, Hydrolysed Animal Protein, Salmon, Salmon Oil, Yeast, Salt, Fructo-Oligosaccharides (0.3%), Dried Whole Eggs, Potassium Chloride, Lecithin (0.1%), Sea Algae, Tagetes.",385.0,0.62,https://www.allaboutdogfood.co.uk/dog-food-reviews/0800/husse-prima-plus,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706200
almo_nature_holistic_adult_medium|dry,Unknown,default,Almo Nature Holistic Adult Medium,Almo Nature Holistic Adult Medium Review,"Meat & Meat By Products 53%, Grains (Rice 14%, Barley, Oats), Extracts of Plant Proteins, Vegetables and By-Products of Vegetable Origin, Oils and Fats, Yeast, Minerals, Mannanoligosaccharides (MOS), Fructooligosaccharides (FOS).",350.0,0.53,https://www.allaboutdogfood.co.uk/dog-food-reviews/0289/almo-nature-holistic-adult-medium,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706238
wainwrights|wainwrights_superfood_trays|wet,Wainwright's,product_name,Wainwrights Superfood Trays,Wainwrights Superfood Trays Review,"Freshly Prepared Organic Chicken (60%), Organic Pumpkin (2%), Organic Beetroot (2%), Organic Sesame Oil, Organic Chamomile, Minerals.",,4.86,https://www.allaboutdogfood.co.uk/dog-food-reviews/3667/wainwrights-superfood-trays,Complete Wet paté/loaf,From 12 months to 7 years,wet,allaboutdogfood,2025-09-15T13:49:40.706271
winner_adult|dry,Unknown,default,Winner Adult,Winner Adult Review,"Maize, Dehydrated Chicken, Dehydrated Beef, Poultry Fat, Dehulled Oats, Beet Pulp, Whole Linseed, Minerals, Chicken Digest, Yeast Extract, Chicory Extract, Antioxidants, Preservatives.",,0.43,https://www.allaboutdogfood.co.uk/dog-food-reviews/2318/winner-adult,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706306
chapel_farm_puppyjunior|dry,Unknown,default,Chapel Farm Puppy/Junior,Chapel Farm Puppy/Junior Review,"Chicken (Chicken Meal min 20%, Freshly Prepared Chicken min 20%), Rice, Maize, Prairie Meal, Chicken Fat, Oats, Yeast, Salmon Oil, Beet Pulp, Seaweed, Plasma Powder, Whole Egg Powder, Sodium Bicarbonate, Potassium Chloride, Glucosamine (1000mg/kg), Fructose Oligosaccharides, Nucleotides, Green Lipped Mussel Powder, Yucca Schidigera, Blackcurrant, Kale, Beetroot, Rosemary.",,0.71,https://www.allaboutdogfood.co.uk/dog-food-reviews/2986/chapel-farm-puppy-junior,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.706342
gentle|gentle_small_bites|dry,Gentle,manufacturer,Gentle Small Bites,Gentle Small Bites Review,"Dried Ground Chicken Meat (28%), Brown Rice (28%), Dried Ground Duck Meat (9%), Herring Oil (6.5%), Maize Germ (5%), Rice Germ (5%), Rapeseed Oil (3%), Linseed Oil (3%), Beet Vulgaris (3%), Sea Algae (2%), Dried Vegetable Mixture (Parsnip, Chard, Celery, Chicory, Parsley Roots) 1.5%, Dried Herb Mixture (Stinging Nettle, Fennel, Caraway, Chamomile) 1%, Dried Egg Yolk (1%), Yucca Schidigera (Dried and Ground) 1%, Silica (0.8%), Green Mineral Clay (0.6%), Green Lipped Mussel Meat (0.5%).",,1.16,https://www.allaboutdogfood.co.uk/dog-food-reviews/3141/gentle-small-bites,Complete Dry cold pressed,From weaning to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706370
csj_rocket_fuel|dry,Unknown,default,CSJ Rocket Fuel,CSJ Rocket Fuel Review,"Chicken Meal (31%), Wheat, Maize, Chicken Fat, Unmolassed Beet Pulp, Chicken Liver (4%), Prairie Meal, Alfalfa, Salmon Oil, Yeast, Salt, Yucca Schidigera, Blackcurrant.",409.0,0.34,https://www.allaboutdogfood.co.uk/dog-food-reviews/0249/csj-rocket-fuel,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.706406
wolfofwilderness|wolf_of_wilderness_classic_trays_adult|wet,Wolf of Wilderness,url,Wolf Of Wilderness Classic Trays Adult,Wolf Of Wilderness Classic Trays Adult Review,"66% Beef (Heart, Meat, Liver, Rumen, Lung), 28.8% Meat Stock, 2% Blueberries, 2% Raspberries, 1% Minerals, 0.2 % Wild Herbs (Dandelion Root, Nettle, Ribwort, Common Yarrow).",,2.87,https://www.allaboutdogfood.co.uk/dog-food-reviews/2228/wolf-of-wilderness-classic-trays-adult,Complete Wet other,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.706446
wainwrights|wainwrights_sensitive_dry_adult_food|dry,Wainwright's,product_name,Wainwright's Sensitive Dry Adult Food,Wainwright's Sensitive Dry Adult Food Review,"White Fish 55% (Freshly Prepared White Fish 30%, White Fish Meal 22%, White Fish Stock 3%), Dried Sweet Potato (26%), Fish Oil (8%), Beet Pulp, Minerals, Krill Meal (0.9%), Dried Seaweed (0.1%), Chicory Root Extract (0.05%), Green Lipped Mussels (0.05%), Yucca Extract (0.01%)",387.9,0.76,https://www.allaboutdogfood.co.uk/dog-food-reviews/2840/wainwrights-sensitive-dry-adult-food,Complete Dry extruded,From 12 months to 7 years,dry,allaboutdogfood,2025-09-15T13:49:40.706480
yora_adult_pate|wet,Unknown,default,Yora Adult Pate,Yora Adult Pate Review,"Freshly Prepared Insect 58%, Vegetable Stock (21%), Carrot 6%, Potato 6%, Pea Protein, Brewers Yeast 1.5%, Minerals 0.2%, Prebiotic MOS (Yeasts 0.09%), Prebiotic FOS (Chicory Meal 0.09%).",102.6,5.38,https://www.allaboutdogfood.co.uk/dog-food-reviews/2906/yora-adult-pate,Complete Wet paté/loaf,From 9 years to old age,wet,allaboutdogfood,2025-09-15T13:49:40.706516
royalcanin|royal_canin_veterinary_diet_dental|dry,Royal Canin,product_name,Royal Canin Veterinary Diet Dental,Royal Canin Veterinary Diet Dental Review,"Rice, Maize Flour, Dried Poultry Protein, Animal Fat, Wheat Gluten, Vegetable Fibres, Hydrolysed Animal Protein, Beet Pulp, Fish Oil, Minerals, Soya Oil, Yeast, Fructo-Oligosaccharides, Green Tea, Hydrolysed Crustaceans, Marigold Extract, Hydrolysed Pork Cartilage, Pentasodium Triphosphate (3 G/kg), Preservatives & Antioxidants.",,1.62,https://www.allaboutdogfood.co.uk/dog-food-reviews/1996/royal-canin-veterinary-diet-dental,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706548
canine_choice_adult_medium|dry,Unknown,default,Canine Choice Adult Medium,Canine Choice Adult Medium Review,"Fresh Chicken (38%), Dehydrated Chicken (17.5%), Sweet Potato (17%), Peas (7.5%), Apple Pulp (5.5%), Hydrolyzed Chicken Liver (5%), Dehydrated Carrot (0.32% Equivalent To 3% Carrots), Dehydrated Cranberry (0.8% Equivalent To 0.75% Cranberries), Chicken Fat, Brewer's Yeast, Fish Oil, Minerals, Chicory (Source of FOS), Mannan-Oligosaccharides (MOS), Camomile, Parsley, Rosehips, Sea Algae, Rosemary, Cloves, Glucosamine (300 mg/kg), Cartilage (a Source of Chondroitin 200 mg/kg), Yucca Schidigera.",385.0,0.92,https://www.allaboutdogfood.co.uk/dog-food-reviews/1805/canine-choice-adult-medium,Complete Dry extruded,From 7 years to 9 years,dry,allaboutdogfood,2025-09-15T13:49:40.706584
collards_wet_dog_food_tray_adult|wet,Unknown,default,Collards Wet Dog Food Tray Adult,Collards Wet Dog Food Tray Adult Review,"Turkey 60%, Brown Rice 20%, Carrots 5%, Peas 5%, Potatoes 5%, Minerals, Sunflower Oil, Salmon Oil, Dried Kelp, Basil.",,4.08,https://www.allaboutdogfood.co.uk/dog-food-reviews/0916/collards-wet-dog-food-tray-adult,Complete Wet paté/loaf,From 12 months to 7 years,wet,allaboutdogfood,2025-09-15T13:49:40.706621
jollyes|lifestage_grain_free_adult_dry_food|dry,Jollyes,manufacturer,Lifestage Grain Free Adult Dry Food,Lifestage Grain Free Adult Dry Food Review,"Lamb 50% (Freshly Prepared Lamb 25%, Lamb Meal 18%, Lamb Fat 5%, Lamb Gravy 2%), Sweet Potato (23%), Peas (9%), Potato, Pea Protein, Linseed (2.5%), Beet Pulp (2%), Vegetable Stock, Minerals, Omega 3 Supplement, Mint (0.2%), Fructooligosaccharides (0.01%), Mannanoligosaccharides.",,0.66,https://www.allaboutdogfood.co.uk/dog-food-reviews/2148/lifestage-grain-free-adult-dry-food,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706649
wilsons|wilsons_puppy_fresh_food|unknown,Wilsons,manufacturer,Wilsons Puppy Fresh Food,Wilsons Puppy Fresh Food Review,"Chicken (Meat 29%, Heart 10%, Liver 10%), Cod (16%), Sweet Potato (12%), Carrot (6%), Quinoa (6%), Peas (5%), Spinach (2%), Salmon Oil (2%), Egg Shells (1%), Seaweed (0.5%), Minerals (1%), Chicory (0.16%), Dl Methionine (0.025%), Mannanoligosaccharides (0.025%), Inulin (0.025%), Glucosamine (0.02%), Chondroitin Sulphate (0.015%), Yucca Schidigera (0.012%), Rosemary and Tocopherol Extracts (0.012%), Selenium Yeast (0.01%), Thyme (0.005%), Carnitine (0.0025%), Cranberry (0.0025%), Dandelion Root (0.0025%), Marigold Yellow (0.0025%), Ginger (0.0025%), Turmeric (0.0025%).",198.0,4.17,https://www.allaboutdogfood.co.uk/dog-food-reviews/4486/wilsons-puppy-fresh-food,Complete Shelf Fresh,From 2 months to 12 months,unknown,allaboutdogfood,2025-09-15T13:49:40.706677
barkin_bistro_boneless_blend_raw|raw,Unknown,default,Barkin Bistro Boneless Blend Raw,Barkin Bistro Boneless Blend Raw Review,"85% Beef (Beef Heart 30%, Beef Tripe 25%, 10% Beef Meat, 10% Beef Kidney, 10% Beef Liver), Apple, Broccoli, Carrot, Cabbage, Sweet Potato, Flaxseed Oil, Turmeric.",,2.29,https://www.allaboutdogfood.co.uk/dog-food-reviews/3091/barkin-bistro-boneless-blend-raw,Complete Raw,From 2 months to old age,raw,allaboutdogfood,2025-09-15T13:49:40.706714
simpsons|simpsons_premium_puppy_8020|dry,Simpsons,product_name,Simpsons Premium Puppy 80/20,Simpsons Premium Puppy 80/20 Review,"Deboned Salmon 21%, Dried Herring 21%, Deboned White Fish 9%, Sweet Potato, Deboned Chicken 8%, Salmon Oil 7%, Potato, Dried Salmon 6%, Dried Chicken 3%, Pea Fibre, Dried White Fish 3%, Chicken Gravy 2%, Vitamins and Minerals, Lucerne, Yucca Extract, Dried Apple, Dried Carrot, Spinach, Dried Seaweed, Dried Cranberry, Fructooligosaccharides (FOS), Aniseed, Fenugreek, Thyme, Marjoram, Oregano, Parsley, Sage, Glucosamine, MSM, Chondroitin.",,1.16,https://www.allaboutdogfood.co.uk/dog-food-reviews/0869/simpsons-premium-puppy-8020,Complete Dry extruded,From weaning to 12 months,dry,allaboutdogfood,2025-09-15T13:49:40.706749
rocco|rocco_sensitive|wet,Rocco,product_name,Rocco Sensitive,Rocco Sensitive Review,"65% Game (Hearts, Liver, Lung, Meat, Tripe), 30% Meat Stock, 4% Pasta, 1% Minerals.",,1.28,https://www.allaboutdogfood.co.uk/dog-food-reviews/0482/rocco-sensitive,Complete Wet paté/loaf,From 12 months to old age,wet,allaboutdogfood,2025-09-15T13:49:40.706783
chudleys|chudleys_salmon|dry,Chudleys,manufacturer,Chudleys Salmon,Chudleys Salmon Review,"Whole Grain Maize, Salmon (26%), Prairie Meal, Whole Grain Barley, Chicken Fat, Rice (4%), Unmolassed Beet Pulp, Minerals, Alfalfa, Peas, Yeast, Salmon Oil, Dandelion Leaves, Green Lipped Mussel (400mg/kg), Celery Seed, Nettle Leaves, Glucosamine (350mg/kg), Burdock Root, Devils Claw Root, Blackcurrant, Rosemary, Pomegranate, Rosehips, Yucca Schidigera, Beetroot.",,0.58,https://www.allaboutdogfood.co.uk/dog-food-reviews/1297/chudleys-salmon,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706810
huntland_grain_free_adult|dry,Unknown,default,Huntland Grain Free Adult,Huntland Grain Free Adult Review,"Salmon & Trout 50% (Freshly Prepared Salmon & Trout 36%, Dried Salmon 12%, Salmon Stock 2%), Sweet Potato (24%), Peas (9%), Potato, Beet Pulp, Linseed, Omega 3 Supplement, Minerals, Vitamins, Vegetable Stock, Asparagus (0.3%), FOS (96 mg/kg), MOS (24 mg/kg).",320.0,0.95,https://www.allaboutdogfood.co.uk/dog-food-reviews/2335/huntland-grain-free-adult,Complete Dry extruded,From 12 months to old age,dry,allaboutdogfood,2025-09-15T13:49:40.706858
